,Book,Author,Genres,Avg_Rating
3577,"My Sister, the Serial Killer",Oyinkan Braithwaite,"['Fiction', 'Thriller', 'Mystery', 'Contemporary', 'Audiobook', 'Crime', 'Mystery Thriller']",3.69
3578,"3rd Degree (Women's Murder Club, #3)",James Patterson,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Mystery Thriller']",4.05
3579,The Piano Lesson,August Wilson,"['Drama', 'Fiction', 'Classics', 'School']",3.8
3580,The Nerdist Way: How to Reach the Next Level,Chris Hardwick,"['Nonfiction', 'Self Help', 'Humor', 'Biography', 'Audiobook', 'Memoir']",3.67
3581,The Enchanted April,Elizabeth von Arnim,"['Classics', 'Fiction', 'Historical Fiction', 'Romance', 'Audiobook', 'British Literature']",3.93
3582,Beautiful You,Chuck Palahniuk,"['Fiction', 'Humor', 'Contemporary', 'Science Fiction', 'Horror', 'Adult', 'Thriller']",3.03
3583,Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Philosophy', 'Audiobook']",4.25
3584,"Pillar of Light (The Work and the Glory, #1)",Gerald N. Lund,"['Historical Fiction', 'Religion', 'Fiction', 'Historical']",4.29
3585,Hinds' Feet on High Places,Hannah Hurnard,"['Christian', 'Fiction', 'Classics', 'Spirituality']",4.32
3586,"Infected (Infected, #1)",Scott Sigler,"['Horror', 'Science Fiction', 'Fiction', 'Thriller', 'Audiobook']",3.83
3587,Alice's Adventures in Wonderland & Other Stories,Lewis Carroll,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Poetry', 'Literature', 'Short Stories']",4.26
3588,Wit,Margaret Edson,"['Drama', 'Fiction', 'School', 'Contemporary']",4.14
3589,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"['Young Adult', 'Fiction', 'Mystery', 'Magic', 'Science Fiction', 'Audiobook']",4.25
3590,I'm OK - You're OK,Thomas A. Harris,"['Psychology', 'Nonfiction', 'Self Help', 'Personal Development', 'Science']",3.75
3591,"That Hideous Strength (The Space Trilogy, #3)",C.S. Lewis,"['Fiction', 'Science Fiction', 'Fantasy', 'Christian', 'Classics', 'Science Fiction Fantasy']",3.9
3592,Because I Love You,Max Lucado,"['Childrens', 'Christian', 'Religion', 'Fiction', 'Fantasy']",4.44
3593,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,"['Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Psychology']",3.95
3594,"Extras (Uglies, #4)",Scott Westerfeld,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance']",3.6
3595,"Pandemonium (Delirium, #2)",Lauren Oliver,"['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy']",4.03
3596,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",Henry Cloud,"['Self Help', 'Nonfiction', 'Psychology', 'Christian', 'Personal Development']",4.2
3597,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie Ryan,"['Young Adult', 'Horror', 'Fantasy', 'Dystopia', 'Fiction']",3.6
3598,Mandy,Julie Andrews Edwards,"['Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Classics', 'Historical Fiction']",4.26
3599,The Truth of All that Is: The Angel book to Enlightenment and Personal Transformation,Amelia Bert,"['Spirituality', 'Nonfiction', 'Self Help']",4.47
3600,And Tango Makes Three,Justin Richardson,"['Childrens', 'Animals', 'Nonfiction']",4.32
3601,The Complete Adventures of Curious George,Margret Rey,"['Childrens', 'Fiction', 'Classics', 'Animals', 'Fantasy']",4.23
3602,"Interesting Times (Discworld, #17; Rincewind, #5)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy', 'Audiobook', 'Magic']",4.15
3603,"Wolf Brother (Chronicles of Ancient Darkness, #1)",Michelle Paver,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Middle Grade', 'Historical']",4.19
3605,"Ice Cold (Rizzoli & Isles, #8)",Tess Gerritsen,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller']",4.17
3606,Shit my History Teacher DID NOT tell me!,Karl Wiggins,"['Nonfiction', 'History', 'Humor', 'Philosophy', 'Politics', 'Historical']",4.06
3607,"One Small Sacrifice (Shadows of New York, #1)",Hilary Davidson,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Audiobook']",3.95
3608,The 5 Elements of Effective Thinking,Edward B. Burger,"['Nonfiction', 'Psychology', 'Self Help', 'Personal Development', 'Business', 'Philosophy']",4.0
3609,"Aztec (Aztec, #1)",Gary Jennings,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Fantasy', 'Novels', 'Thriller']",4.25
3610,The Wanting Seed,Anthony Burgess,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'Literature', 'British Literature', 'Novels']",3.74
3611,"Debt of Honor (Jack Ryan, #7)",Tom Clancy,"['Fiction', 'Thriller', 'Suspense', 'Adventure']",4.08
3612,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",Ryan Holiday,"['Philosophy', 'Nonfiction', 'Self Help', 'Personal Development', 'Psychology', 'Spirituality', 'Business']",4.36
3613,A Short History of Progress,Ronald Wright,"['History', 'Nonfiction', 'Science', 'Philosophy', 'Politics']",4.1
3614,The Summer Book,Tove Jansson,"['Fiction', 'Short Stories', 'Classics', 'Novels', 'Literary Fiction']",4.05
3615,The City and the Stars,Arthur C. Clarke,"['Science Fiction', 'Fiction', 'Classics', 'Dystopia', 'Science Fiction Fantasy', 'Novels', 'Fantasy']",4.08
3616,"To Sir, With Love",E.R. Braithwaite,"['Fiction', 'Classics', 'Young Adult', 'Historical Fiction', 'Literature', 'British Literature']",4.19
3617,Dry,Augusten Burroughs,"['Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography']",4.02
3618,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,Douglas Adams,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Science Fiction Fantasy']",4.5
3619,Little Birds,Anaïs Nin,"['Fiction', 'Short Stories', 'Classics', 'Romance', 'Literature']",3.72
3620,Bridget Jones's Diary and Bridget Jones: The Edge of Reason,Helen Fielding,"['Fiction', 'Chick Lit', 'Romance', 'Humor', 'Contemporary', 'Novels']",3.81
3621,The Death and Life of Great American Cities,Jane Jacobs,"['Nonfiction', 'History']",4.3
3622,Fingerprints of the Gods: The Evidence of Earth's Lost Civilization,Graham Hancock,"['History', 'Nonfiction', 'Science']",4.17
3623,Cider with Rosie,Laurie Lee,"['Classics', 'Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'British Literature', 'Biography Memoir']",3.9
3624,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,"['Fantasy', 'Fiction', 'Historical Fiction', 'Young Adult', 'Adult', 'Historical', 'Magic']",4.15
3625,Anne Frank Remembered,Miep Gies,"['Nonfiction', 'History', 'Biography', 'Memoir', 'Classics']",4.28
3626,"Forgotten, Saved, Loved (Nightfall, #2)",Violet Samuels,"['Paranormal', 'Romance', 'Fantasy', 'Young Adult']",4.07
3627,"Inkspell (Inkworld, #2)",Cornelia Funke,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Magic']",3.93
3628,Amazonia,James Rollins,"['Thriller', 'Adventure', 'Fiction', 'Mystery', 'Science Fiction', 'Mystery Thriller']",4.14
3629,"Vicious (Villains, #1)",V.E. Schwab,"['Fantasy', 'Science Fiction', 'Fiction', 'Adult', 'Paranormal', 'Urban Fantasy', 'Young Adult']",4.23
3630,Manhunt: The 12-Day Chase for Lincoln's Killer,James L. Swanson,"['History', 'Nonfiction', 'Crime', 'Historical']",4.15
3631,The Complete Poems,Anne Sexton,"['Poetry', 'Classics', 'Fiction', 'American']",4.28
3632,"Look Homeward, Angel",Thomas Wolfe,"['Fiction', 'Classics', 'Literature', 'Novels', 'American']",3.92
3633,Battlefield Of The Mind: Winning The Battle In Your Mind,Joyce Meyer,"['Christian', 'Nonfiction', 'Self Help', 'Spirituality', 'Religion']",4.31
3634,"Olivia (Olivia, #1)",Ian Falconer,"['Childrens', 'Fiction', 'Animals', 'Humor', 'Fantasy']",4.15
3635,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",Barbara Park,"['Childrens', 'Fiction', 'Humor', 'School']",3.97
3636,"Unique, Different, Found (Nightfall, #1)",Violet Samuels,"['Paranormal', 'Romance', 'Fantasy']",3.6
3637,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,"['Fantasy', 'Short Stories', 'Fiction', 'Horror', 'Urban Fantasy', 'Science Fiction']",4.02
3638,"Love Walked In (Love Walked In, #1)",Marisa de los Santos,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult']",3.72
3639,"Ilium (Ilium, #1)",Dan Simmons,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Historical Fiction']",4.03
3640,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'British Literature', 'Adult']",3.92
3641,Chicken Soup for the Soul,Jack Canfield,"['Nonfiction', 'Self Help', 'Short Stories', 'Personal Development', 'Psychology', 'Spirituality']",3.96
3642,"Written in My Own Heart's Blood (Outlander, #8)",Diana Gabaldon,"['Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Historical']",4.55
3643,The Women of Brewster Place,Gloria Naylor,"['Fiction', 'Short Stories', 'Classics', 'Historical Fiction', 'Literary Fiction', 'Contemporary']",4.19
3644,"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume,"['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Humor', 'Classics']",4.11
3645,"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,"['Fantasy', 'Middle Grade', 'Childrens', 'Fiction', 'Audiobook', 'Young Adult']",3.91
3646,The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,"['Nonfiction', 'Self Help', 'Spirituality', 'Philosophy', 'Religion', 'Audiobook']",4.38
3647,Wrong Planet - Searching for your Tribe,Karl Wiggins,"['Philosophy', 'Nonfiction', 'Self Help']",4.18
3648,"Now You See Me (Lacey Flint, #1)",Sharon J. Bolton,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'British Literature']",4.04
3649,The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,"['Science', 'Nonfiction', 'Philosophy', 'Religion', 'Spirituality']",4.28
3650,JPod,Douglas Coupland,"['Fiction', 'Humor', 'Contemporary', 'Novels', 'Literature']",3.7
3651,The Know-It-All,A.J. Jacobs,"['Nonfiction', 'Humor', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography']",3.75
3652,An Inspector Calls,J.B. Priestley,"['Classics', 'School', 'Fiction', 'Mystery', 'Drama', 'Crime']",3.82
3653,"Dear Mr. Henshaw (Leigh Botts, #1)",Beverly Cleary,"['Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Classics']",3.77
3654,"The Ice Princess (Patrik Hedström, #1)",Camilla Läckberg,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller']",3.75
3655,"The Snowy Day (Peter, #1)",Ezra Jack Keats,"['Childrens', 'Fiction', 'Classics']",4.19
3656,How to Win Friends and Influence People in the Digital Age,Dale Carnegie,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology']",3.93
3657,Richard II,William Shakespeare,"['Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Poetry']",3.77
3658,Deliverance,James Dickey,"['Fiction', 'Classics', 'Thriller', 'Horror', 'Adventure', 'Novels', 'Literature']",3.89
3659,"The Magic Faraway Tree (The Faraway Tree, #2)",Enid Blyton,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Adventure', 'Young Adult', 'Magic']",4.29
3660,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Magic', 'Fiction']",4.64
3661,I Have The Right To Destroy Myself,Kim Young-ha,"['Fiction', 'Contemporary', 'Literary Fiction', 'Short Stories', 'Literature']",3.28
3662,He Chose the Nails: What God Did to Win Your Heart,Max Lucado,"['Christian', 'Nonfiction', 'Religion']",4.39
3663,"I, Claudius/Claudius the God",Robert Graves,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels']",4.44
3664,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"['Nonfiction', 'Science', 'Business', 'Politics', 'Psychology']",3.97
3665,Saint Joan,George Bernard Shaw,"['Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Literature']",3.76
3666,City,Clifford D. Simak,"['Science Fiction', 'Fiction', 'Short Stories', 'Fantasy', 'Classics', 'Science Fiction Fantasy']",4.08
3667,"The Forsyte Saga (The Forsyte Chronicles, #1-3)",John Galsworthy,"['Classics', 'Fiction', 'Historical Fiction', 'British Literature', 'Literature', 'Romance', 'Historical']",4.17
3668,The Way Things Are,Lucretius,"['Philosophy', 'Poetry', 'Classics', 'Nonfiction', 'Science', 'History']",3.98
3669,The Practicing Mind: Bringing Discipline and Focus into Your Life,Thomas M. Sterner,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Philosophy', 'Audiobook']",3.95
3670,"We Are in a Book! (Elephant & Piggie, #13)",Mo Willems,"['Childrens', 'Humor', 'Fiction', 'Animals']",4.53
3671,Hymns of The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints,"['Religion', 'Nonfiction']",4.66
3672,"Daemon (Daemon, #1)",Daniel Suarez,"['Science Fiction', 'Fiction', 'Thriller', 'Audiobook', 'Mystery']",4.16
3673,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Magic']",4.08
3674,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,"['Nonfiction', 'History', 'Audiobook', 'Historical', 'War']",4.1
3675,The Closing of the American Mind,Allan Bloom,"['Philosophy', 'Nonfiction', 'Politics', 'History']",3.76
3676,"Wings (Wings, #1)",Aprilynne Pike,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Fiction']",3.76
3677,An Instance of the Fingerpost,Iain Pears,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Mystery Thriller']",3.93
3678,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",4.0
3679,"The Grim Grotto (A Series of Unfortunate Events, #11)",Lemony Snicket,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",4.02
3680,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"['Fantasy', 'Fiction', 'Science Fiction', 'Dystopia', 'Adult', 'Audiobook', 'Science Fiction Fantasy']",4.31
3681,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",Greg Mortenson,"['Nonfiction', 'Memoir', 'Biography', 'History']",3.85
3682,Still Missing,Chevy Stevens,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Contemporary']",3.99
3683,Rocket Boys (Coalwood #1),Homer Hickam,"['Nonfiction', 'Memoir', 'Biography', 'Science', 'History', 'Biography Memoir']",4.18
3684,"The Chocolate War (Chocolate War, #1)",Robert Cormier,"['Young Adult', 'Fiction', 'Classics', 'School']",3.49
3685,Her Fearful Symmetry,Audrey Niffenegger,"['Fiction', 'Fantasy', 'Paranormal', 'Mystery', 'Contemporary']",3.26
3686,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",Dennis Lehane,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense']",4.15
3687,The Best of Me,Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']",3.97
3688,Mysterious Skin,Scott Heim,"['Fiction', 'Contemporary', 'Mystery']",4.12
3689,The Book of Lies,Aleister Crowley,"['Philosophy', 'Nonfiction', 'Religion', 'Poetry', 'Spirituality']",3.83
3690,"When the children come (Children of the Eye, #1)",Barry Kirwan,"['Thriller', 'Science Fiction', 'Novels', 'Drama']",4.38
3691,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",Brennan Manning,"['Christian', 'Nonfiction', 'Religion', 'Spirituality']",4.18
3692,"One Second After (After, #1)",William R. Forstchen,"['Fiction', 'Science Fiction', 'Dystopia', 'Thriller', 'Audiobook']",3.95
3693,The Fixer,Bernard Malamud,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Novels']",3.97
3694,True West,Sam Shepard,"['Drama', 'Fiction', 'Audiobook', 'Classics', 'School']",3.68
3695,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor,"['Fiction', 'Childrens', 'Animals', 'Classics', 'Young Adult', 'Middle Grade']",3.95
3696,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Fiction']",4.4
3697,Downright Delinquents,Lauren Jackson,"['Young Adult', 'Romance']",4.06
3698,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"['Business', 'Nonfiction', 'Self Help', 'Personal Development']",4.25
3699,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"['Nonfiction', 'Self Help', 'Psychology', 'Philosophy', 'Personal Development', 'Audiobook']",4.05
3700,True Competition: A Guide to Pursuing Excellence in Sport and Society,David Light Shields,['Nonfiction'],4.04
3702,Anathema Rhodes: Dreams,Iimani David,['Fiction'],3.19
3703,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction']",3.87
3705,Looking Through Blind Eyes (Valentine/Petrilo #1),Reyna Hawk,['Drama'],4.0
3707,"I Am Her... (I Am Her..., #1)",Sarah Ann Walker,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction']",3.94
3708,Truman,David McCullough,"['Biography', 'History', 'Nonfiction', 'Politics', 'Biography Memoir']",4.14
3710,Origins,S.E. Meyer,"['Science Fiction', 'Fantasy']",3.7
3711,"Hidden Mickey: Sometimes Dead Men DO Tell Tales! (Hidden Mickey, #1)",Nancy Temple Rodrigue,"['Mystery', 'Fiction', 'Adventure']",4.03
3712,Million Dollar Miracle,Jennifer Szewczuk,"['Mystery', 'Humor', 'Fiction']",4.12
3713,"Fire Light (Trinity of Mind, #1)",J. Abram Barneck,"['Urban Fantasy', 'Fantasy', 'Paranormal']",3.85
3714,"Fantasy of Frost (The Tainted Accords, #1)",Kelly St. Clare,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Paranormal', 'Fiction']",4.19
3716,Johnny Fracture,Waheed Ibne Musa,['Thriller'],4.3
3717,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,"['Fiction', 'Thriller', 'Adventure', 'Suspense']",4.12
3718,Antony and Cleopatra,William Shakespeare,"['Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Romance']",3.7
3720,Music City Macabre (The Low Lying Lands #1),Bob  Williams,"['Fantasy', 'Horror', 'Fiction', 'Science Fiction']",4.1
3722,LOG: The Legends of Genesis: Not Your Ordinary Heroes,Mark McCants,[],4.18
3723,The Tree with a Thousand Apples,Sanchit Gupta,"['Fiction', 'Historical Fiction', 'Thriller', 'Drama']",4.43
3724,Rafferty Lincoln Loves...,Emily  Williams,['Young Adult'],4.19
3726,The Enlightenment of Alexander,B.Q. Hanson,"['Romance', 'Fiction']",3.32
3728,The Line Between (The Line Between #1),Tosca Lee,"['Thriller', 'Fiction', 'Mystery', 'Dystopia', 'Mystery Thriller', 'Suspense', 'Science Fiction']",4.06
3729,Tales of the Astonishing Black Spark,Charlie J. Eskew,"['Fiction', 'Science Fiction', 'Contemporary', 'Fantasy']",4.07
3730,Explosive Growth: A Few Things I Learned While Growing To 100 Million Users - And Losing $78 Million,Cliff Lerner,"['Business', 'Nonfiction', 'Biography']",4.17
3731,Set the Night on Fire: L.A. in the Sixties,Mike  Davis,"['History', 'Nonfiction', 'Politics']",4.4
3732,EXSTATICA Self-Help Essentials: Unleash the Transformative Sparkles of the Renaissance Mantegna Tarot,Frank,"['Psychology', 'Self Help', 'Spirituality', 'Personal Development']",4.71
3733,You Won't Know Her Name,Shanti Hershenson,['Poetry'],4.37
3734,A List of Cages,Robin Roe,"['Contemporary', 'Young Adult', 'Fiction']",4.26
3738,Five Weeks in a Balloon,Jules Verne,"['Classics', 'Fiction', 'Adventure', 'Science Fiction', 'Fantasy', 'Novels']",3.76
